vid,yid,start,end,raw-text,tokenized-text,gloss,split,start_time,end_time,total_start_sec,total_end_sec,filename
BsWxZJZgSu0-00:02:54.360-00:03:15.699,BsWxZJZgSu0,00:02:54.360,00:03:15.699,"In Tennessee, 38-year-old Erika Castro Miles is charged with first-degree murder in the shooting death of Dickson County Sheriff's deputy Daniel Baker.",in tennessee 38-year-old erika castro miles is charged with first degree murder in the shooting death of dickson county sheriff's deputy daniel baker,,train,1900-01-01 00:02:54.360,1900-01-01 00:03:15.699,174.36,195.699,video(174.36-195.699).mp4
BsWxZJZgSu0-00:03:15.699-00:03:25.039,BsWxZJZgSu0,00:03:15.699,00:03:25.039,Baker was killed while responding to a suspicious vehicle call.,baker was killed while responding to a suspicious vehicle call,,train,1900-01-01 00:03:15.699,1900-01-01 00:03:25.039,195.699,205.039,video(195.699-205.039).mp4
BsWxZJZgSu0-00:03:25.039-00:03:39.340,BsWxZJZgSu0,00:03:25.039,00:03:39.340,"Castro Miles is in custody but there is a manhunt for a second person of interest, Steven Wiggins.",castro miles is in custody but there is a manhunt for a second person of interest steven wiggins,,train,1900-01-01 00:03:25.039,1900-01-01 00:03:39.340,205.039,219.34,video(205.039-219.34).mp4
BsWxZJZgSu0-00:03:39.340-00:03:46.560,BsWxZJZgSu0,00:03:39.340,00:03:46.560,Police have released these photos showing various images of Wiggins as well as identifying tattoos.,police have released these photos showing various images of wiggins as well as identifying tattoos,,train,1900-01-01 00:03:39.340,1900-01-01 00:03:46.560,219.34,226.56,video(219.34-226.56).mp4
BsWxZJZgSu0-00:03:46.560-00:03:54.879,BsWxZJZgSu0,00:03:46.560,00:03:54.879,Authorities say they don't have any clue where he is and are depending on the eyes and ears of the public to help find him.,authorities say they do n't have any clue where he is and are depending on the eyes and ears of the public to help find him,,train,1900-01-01 00:03:46.560,1900-01-01 00:03:54.879,226.56,234.879,video(226.56-234.879).mp4
BsWxZJZgSu0-00:03:54.879-00:03:59.360,BsWxZJZgSu0,00:03:54.879,00:03:59.360,"Investigators say if you spot Wiggins, call 911.",investigators say if you spot wiggins call 911,,train,1900-01-01 00:03:54.879,1900-01-01 00:03:59.360,234.879,239.36,video(234.879-239.36).mp4
BsWxZJZgSu0-00:03:59.360-00:04:02.719,BsWxZJZgSu0,00:03:59.360,00:04:02.719,Do not approach him because he is armed and dangerous.,do not approach him because he is armed and dangerous,,train,1900-01-01 00:03:59.360,1900-01-01 00:04:02.719,239.36,242.719,video(239.36-242.719).mp4
BsWxZJZgSu0-00:04:02.719-00:04:13.599,BsWxZJZgSu0,00:04:02.719,00:04:13.599,"Wiggins has been added to the Tennessee Bureau of Investigation's ""Top 10 Most Wanted"" list.",wiggins has been added to the tennessee bureau of investigation's top 10 most wanted list,,train,1900-01-01 00:04:02.719,1900-01-01 00:04:13.599,242.719,253.599,video(242.719-253.599).mp4
BsWxZJZgSu0-00:04:13.599-00:04:20.800,BsWxZJZgSu0,00:04:13.599,00:04:20.800,"A reward of $12,500 is being offered for information leading to Wiggins' arrest.","a reward of 12,500 is being offered for information leading to wiggins arrest",,train,1900-01-01 00:04:13.599,1900-01-01 00:04:20.800,253.599,260.8,video(253.599-260.8).mp4
BsWxZJZgSu0-00:04:23.720-00:05:01.079,BsWxZJZgSu0,00:04:23.720,00:05:01.079,"Isis supporter Husnain Rashida has been convicted in the UK of encouraging Islamic extremists to target Prince George, the son of the Duke and Duchess of Cambridge and third in line to the British throne.",isis supporter husnain rashida has been convicted in the uk of encouraging islamic extremists to target prince george the son of the duke and duchess of cambridge and third in line to the british throne,,train,1900-01-01 00:04:23.720,1900-01-01 00:05:01.079,263.72,301.079,video(263.72-301.079).mp4
BsWxZJZgSu0-00:05:01.079-00:05:25.360,BsWxZJZgSu0,00:05:01.079,00:05:25.360,"Rashida posted several messages online, glorifying and inciting terror attacks and included in his message was a picture Prince George, along with the address of his school, a black silhouette of a Jihad fighter and the message ""Even the royal family will not be left alone.""",rashida posted several messages online glorifying and inciting terror attacks and included in his message was a picture prince george along with the address of his school a black silhouette of a jihad fighter and the message even the royal family will not be left alone,,train,1900-01-01 00:05:01.079,1900-01-01 00:05:25.360,301.079,325.36,video(301.079-325.36).mp4
BsWxZJZgSu0-00:05:25.360-00:05:44.000,BsWxZJZgSu0,00:05:25.360,00:05:44.000,Rashida had maintained his innocence for months but when his trial started last week he changed his plea to guilty on four counts and will be sentenced at the end of June.,rashida had maintained his innocence for months but when his trial started last week he changed his plea to guilty on four counts and will be sentenced at the end of june,,train,1900-01-01 00:05:25.360,1900-01-01 00:05:44.000,325.36,344.0,video(325.36-344.0).mp4
BsWxZJZgSu0-00:05:47.399-00:05:55.560,BsWxZJZgSu0,00:05:47.399,00:05:55.560,President Trump has signed into law a bill aimed at helping terminally ill patients.,president trump has signed into law a bill aimed at helping terminally ill patients,,train,1900-01-01 00:05:47.399,1900-01-01 00:05:55.560,347.399,355.56,video(347.399-355.56).mp4
BsWxZJZgSu0-00:05:55.560-00:06:04.199,BsWxZJZgSu0,00:05:55.560,00:06:04.199,"It's called ""Right To Try"" act.",it 's called right to try act,,train,1900-01-01 00:05:55.560,1900-01-01 00:06:04.199,355.56,364.199,video(355.56-364.199).mp4
BsWxZJZgSu0-00:06:04.199-00:06:12.560,BsWxZJZgSu0,00:06:04.199,00:06:12.560,"As Trump signed the bill, he was surrounded by patients and families who will be impacted by the bill.",as trump signed the bill he was surrounded by patients and families who will be impacted by the bill,,train,1900-01-01 00:06:04.199,1900-01-01 00:06:12.560,364.199,372.56,video(364.199-372.56).mp4
BsWxZJZgSu0-00:06:12.560-00:06:21.360,BsWxZJZgSu0,00:06:12.560,00:06:21.360,The new law gives terminally ill patients the right to seek drug treatments that remain in clinical trials.,the new law gives terminally ill patients the right to seek drug treatments that remain in clinical trials,,train,1900-01-01 00:06:12.560,1900-01-01 00:06:21.360,372.56,381.36,video(372.56-381.36).mp4
BsWxZJZgSu0-00:06:21.360-00:06:31.360,BsWxZJZgSu0,00:06:21.360,00:06:31.360,The treatments have passed phase one of the FDA's approval process but have not been fully approved.,the treatments have passed phase one of the fda 's approval process but have not been fully approved,,train,1900-01-01 00:06:21.360,1900-01-01 00:06:31.360,381.36,391.36,video(381.36-391.36).mp4
BsWxZJZgSu0-00:06:31.360-00:06:41.519,BsWxZJZgSu0,00:06:31.360,00:06:41.519,Trump said he thinks hundreds of thousands could be saved as a result of the legislation.,trump said he thinks hundreds of thousands could be saved as a result of the legislation,,train,1900-01-01 00:06:31.360,1900-01-01 00:06:41.519,391.36,401.519,video(391.36-401.519).mp4
BsWxZJZgSu0-00:06:43.959-00:06:57.199,BsWxZJZgSu0,00:06:43.959,00:06:57.199,"It's been more than 30 years since Tom Cruise soared to superstardom with the hit movie ""Top Gun.""",it 's been more than 30 years since tom cruise soared to superstardom with the hit movie top gun,,train,1900-01-01 00:06:43.959,1900-01-01 00:06:57.199,403.959,417.199,video(403.959-417.199).mp4
BsWxZJZgSu0-00:06:57.199-00:07:00.680,BsWxZJZgSu0,00:06:57.199,00:07:00.680,The filming of the sequel to that landmark blockbuster is now underway.,the filming of the sequel to that landmark blockbuster is now underway,,train,1900-01-01 00:06:57.199,1900-01-01 00:07:00.680,417.199,420.68,video(417.199-420.68).mp4
BsWxZJZgSu0-00:07:00.680-00:07:23.800,BsWxZJZgSu0,00:07:00.680,00:07:23.800,"This week the Navy says it gave Paramount Pictures access to Naval Air Station North Island in California to support the production of ""Top Gun: Maverick.""",this week the navy says it gave paramount pictures access to naval air station north island in california to support the production of top gun maverick,,train,1900-01-01 00:07:00.680,1900-01-01 00:07:23.800,420.68,443.8,video(420.68-443.8).mp4
BsWxZJZgSu0-00:07:23.800-00:07:42.720,BsWxZJZgSu0,00:07:23.800,00:07:42.720,"Cruise took to Twitter Thursday, posting an image of himself in character as Navy pilot Pete ""Maverick"" Mitchell looking at a fighter jet.",cruise took to twitter thursday posting an image of himself in character as navy pilot pete maverick mitchell looking at a fighter jet,,train,1900-01-01 00:07:23.800,1900-01-01 00:07:42.720,443.8,462.72,video(443.8-462.72).mp4
BsWxZJZgSu0-00:07:42.720-00:07:59.519,BsWxZJZgSu0,00:07:42.720,00:07:59.519,"The words ""Feel The Need,"" part of a catchphrase from the original film, are superimposed over the picture.",the words feel the need part of a catchphrase from the original film are superimposed over the picture,,train,1900-01-01 00:07:42.720,1900-01-01 00:07:59.519,462.72,479.519,video(462.72-479.519).mp4
BsWxZJZgSu0-00:08:02.279-00:08:08.720,BsWxZJZgSu0,00:08:02.279,00:08:08.720,A young Georgia boy was caught on camera being a perfect gentleman.,a young georgia boy was caught on camera being a perfect gentleman,,train,1900-01-01 00:08:02.279,1900-01-01 00:08:08.720,482.279,488.72,video(482.279-488.72).mp4
BsWxZJZgSu0-00:08:08.720-00:08:16.839,BsWxZJZgSu0,00:08:08.720,00:08:16.839,"Eight-year-old Maurice Adams, Jr. helped a woman with a walker make it up a set of stairs.",eight-year-old maurice adams jr. helped a woman with a walker make it up a set of stairs,,train,1900-01-01 00:08:08.720,1900-01-01 00:08:16.839,488.72,496.839,video(488.72-496.839).mp4
BsWxZJZgSu0-00:08:16.839-00:08:30.279,BsWxZJZgSu0,00:08:16.839,00:08:30.279,Adams was with his mother when he saw the woman struggling so he jumped out of the car and gave her a helping hand.,adams was with his mother when he saw the woman struggling so he jumped out of the car and gave her a helping hand,,train,1900-01-01 00:08:16.839,1900-01-01 00:08:30.279,496.839,510.279,video(496.839-510.279).mp4
BsWxZJZgSu0-00:08:30.279-00:08:34.559,BsWxZJZgSu0,00:08:30.279,00:08:34.559,"When Maurice and the lady reached the top of the stairs, the woman gave the boy a hug.",when maurice and the lady reached the top of the stairs the woman gave the boy a hug,,train,1900-01-01 00:08:30.279,1900-01-01 00:08:34.559,510.279,514.559,video(510.279-514.559).mp4
BsWxZJZgSu0-00:08:34.559-00:08:49.480,BsWxZJZgSu0,00:08:34.559,00:08:49.480,"A man named Riley Duncan, who didn't know Adams or his mother, was in a car behind them recording the whole thing.",a man named riley duncan who did n't know adams or his mother was in a car behind them recording the whole thing,,train,1900-01-01 00:08:34.559,1900-01-01 00:08:49.480,514.559,529.48,video(514.559-529.48).mp4
BsWxZJZgSu0-00:08:49.480-00:08:51.000,BsWxZJZgSu0,00:08:49.480,00:08:51.000,Take a look.,take a look,,train,1900-01-01 00:08:49.480,1900-01-01 00:08:51.000,529.48,531.0,video(529.48-531.0).mp4
BsWxZJZgSu0-00:09:09.159-00:09:19.240,BsWxZJZgSu0,00:09:09.159,00:09:19.240,Duncan then tracked down the boy down and rewarded him with $100 for his act of kindness.,duncan then tracked down the boy down and rewarded him with 100 for his act of kindness,,train,1900-01-01 00:09:09.159,1900-01-01 00:09:19.240,549.159,559.24,video(549.159-559.24).mp4
BsWxZJZgSu0-00:09:19.240-00:09:21.279,BsWxZJZgSu0,00:09:19.240,00:09:21.279,Duncan also posted the video to Facebook.,duncan also posted the video to facebook,,train,1900-01-01 00:09:19.240,1900-01-01 00:09:21.279,559.24,561.279,video(559.24-561.279).mp4
BsWxZJZgSu0-00:09:21.279-00:09:24.519,BsWxZJZgSu0,00:09:21.279,00:09:24.519,"It has been shared over 17,000 times.","it has been shared over 17,000 times",,train,1900-01-01 00:09:21.279,1900-01-01 00:09:24.519,561.279,564.519,video(561.279-564.519).mp4
BsWxZJZgSu0-00:09:27.519-00:09:30.080,BsWxZJZgSu0,00:09:27.519,00:09:30.080,And those are your top stories for today.,and those are your top stories for today,,train,1900-01-01 00:09:27.519,1900-01-01 00:09:30.080,567.519,570.08,video(567.519-570.08).mp4
BsWxZJZgSu0-00:09:30.080-00:09:31.740,BsWxZJZgSu0,00:09:30.080,00:09:31.740,I'm Crystal Cousineau.,i 'm crystal cousineau,,train,1900-01-01 00:09:30.080,1900-01-01 00:09:31.740,570.08,571.74,video(570.08-571.74).mp4
BsWxZJZgSu0-00:09:31.759-00:09:34.559,BsWxZJZgSu0,00:09:31.759,00:09:34.559,Thank you for watching Sign1News.,thank you for watching sign1news,,train,1900-01-01 00:09:31.759,1900-01-01 00:09:34.559,571.759,574.559,video(571.759-574.559).mp4
BsWxZJZgSu0-00:09:34.559-00:09:40.000,BsWxZJZgSu0,00:09:34.559,00:09:40.000,Remember to like us on Facebook and follow us on Twitter.,remember to like us on facebook and follow us on twitter,,train,1900-01-01 00:09:34.559,1900-01-01 00:09:40.000,574.559,580.0,video(574.559-580.0).mp4
BsWxZJZgSu0-00:09:40.000-00:09:42.720,BsWxZJZgSu0,00:09:40.000,00:09:42.720,Sign1News.,sign1news,,train,1900-01-01 00:09:40.000,1900-01-01 00:09:42.720,580.0,582.72,video(580.0-582.72).mp4
BsWxZJZgSu0-00:09:42.720-00:09:44.480,BsWxZJZgSu0,00:09:42.720,00:09:44.480,Your life.,your life,,train,1900-01-01 00:09:42.720,1900-01-01 00:09:44.480,582.72,584.48,video(582.72-584.48).mp4
BsWxZJZgSu0-00:09:44.480-00:09:47.840,BsWxZJZgSu0,00:09:44.480,00:09:47.840,Your language.,your language,,train,1900-01-01 00:09:44.480,1900-01-01 00:09:47.840,584.48,587.84,video(584.48-587.84).mp4
BwIIUBEqyzM-00:00:03.703-00:00:06.573,BwIIUBEqyzM,00:00:03.703,00:00:06.573,"Hello, welcome to The Daily Moth.",hello welcome to the daily moth,,train,1900-01-01 00:00:03.703,1900-01-01 00:00:06.573,3.703,6.573,video(3.703-6.573).mp4
BwIIUBEqyzM-00:00:06.573-00:00:09.542,BwIIUBEqyzM,00:00:06.573,00:00:09.542,"It is Wednesday, April 15.","it is wednesday, april 15",,train,1900-01-01 00:00:06.573,1900-01-01 00:00:09.542,6.573,9.542,video(6.573-9.542).mp4
BwIIUBEqyzM-00:00:09.542-00:00:13.413,BwIIUBEqyzM,00:00:09.542,00:00:13.413,Here are updates on the coronavirus pandemic.,here are updates on the coronavirus pandemic,,train,1900-01-01 00:00:09.542,1900-01-01 00:00:13.413,9.542,13.413,video(9.542-13.413).mp4
BwIIUBEqyzM-00:00:13.413-00:00:25.792,BwIIUBEqyzM,00:00:13.413,00:00:25.792,President Trump announced last night that the U.S. would halt funding to the World Health Organization (WHO).,president trump announced last night that the u.s. would halt funding to the world health organization who,,train,1900-01-01 00:00:13.413,1900-01-01 00:00:25.792,13.413,25.792,video(13.413-25.792).mp4
BwIIUBEqyzM-00:00:25.792-00:00:48.048,BwIIUBEqyzM,00:00:25.792,00:00:48.048,Trump said the WHO did not take measures to investigate the virus when it started spreading in China and that the WHO gave bad information from the Chinese government to the world.,trump said the who did not take measures to investigate the virus when it started spreading in china and that the who gave bad information from the chinese government to the world,,train,1900-01-01 00:00:25.792,1900-01-01 00:00:48.048,25.792,48.048,video(25.792-48.048).mp4
BwIIUBEqyzM-00:00:48.048-00:00:53.719,BwIIUBEqyzM,00:00:48.048,00:00:53.719,Trump said his administration would do an investigation.,trump said his administration would do an investigation,,train,1900-01-01 00:00:48.048,1900-01-01 00:00:53.719,48.048,53.719,video(48.048-53.719).mp4
BwIIUBEqyzM-00:00:53.719-00:01:12.004,BwIIUBEqyzM,00:00:53.719,00:01:12.004,"The WHO's Director-General Dr. Tedros A. Ghebreyesus said they ""regret"" the U.S. President's decision.",the who 's director general dr. tedros a. ghebreyesus said they regret the u.s. president 's decision,,train,1900-01-01 00:00:53.719,1900-01-01 00:01:12.004,53.719,72.004,video(53.719-72.004).mp4
BwIIUBEqyzM-00:01:12.004-00:01:41.367,BwIIUBEqyzM,00:01:12.004,00:01:41.367,"According to CNBC, almost 15% of WHO's budget, about $900 million, comes from the U.S., so the funding halt will be a significant impact on the international organization as they are dealing with this pandemic and a myriad of other diseases.",according to cnbc almost 15% of who 's budget about $900 million comes from the u.s. so the funding halt will be a significant impact on the international organization as they are dealing with this pandemic and a myriad of other diseases,,train,1900-01-01 00:01:12.004,1900-01-01 00:01:41.367,72.004,101.367,video(72.004-101.367).mp4
BwIIUBEqyzM-00:01:41.367-00:01:55.481,BwIIUBEqyzM,00:01:41.367,00:01:55.481,"House Speaker Nancy Pelosi said Trump's funding halt is ""senseless"" and illegal and that she would challenge it.",house speaker nancy pelosi said trump 's funding halt is senseless and illegal and that she would challenge it,,train,1900-01-01 00:01:41.367,1900-01-01 00:01:55.481,101.367,115.481,video(101.367-115.481).mp4
BwIIUBEqyzM-00:01:55.481-00:02:02.989,BwIIUBEqyzM,00:01:55.481,00:02:02.989,Pelosi said Trump is a weak person because he blames others instead of taking responsibility.,pelosi said trump is a weak person because he blames others instead of taking responsibility,,train,1900-01-01 00:01:55.481,1900-01-01 00:02:02.989,115.481,122.989,video(115.481-122.989).mp4
BwIIUBEqyzM-00:02:02.989-00:02:19.506,BwIIUBEqyzM,00:02:02.989,00:02:19.506,Bill Gates tweeted that halting funding for the WHO during a world health crisis is as dangerous as it sounds.,bill gates tweeted that halting funding for the who during a world health crisis is as dangerous as it sounds,,train,1900-01-01 00:02:02.989,1900-01-01 00:02:19.506,122.989,139.506,video(122.989-139.506).mp4
BwIIUBEqyzM-00:02:19.506-00:02:28.715,BwIIUBEqyzM,00:02:19.506,00:02:28.715,He said no other organization can replace the WHO and their work in slowing down the spread of COVID-19.,he said no other organization can replace the who and their work in slowing down the spread of covid-19,,train,1900-01-01 00:02:19.506,1900-01-01 00:02:28.715,139.506,148.715,video(139.506-148.715).mp4
BwIIUBEqyzM-00:02:28.715-00:02:48.003,BwIIUBEqyzM,00:02:28.715,00:02:48.003,"In Michigan, there were thousands of demonstrators who drove around the state capitol building in Lansing to protest against Gov.",in michigan there were thousands of demonstrators who drove around the state capitol building in lansing to protest against gov.,,train,1900-01-01 00:02:28.715,1900-01-01 00:02:48.003,148.715,168.003,video(148.715-168.003).mp4
BwIIUBEqyzM-00:02:48.003-00:03:15.262,BwIIUBEqyzM,00:02:48.003,00:03:15.262,"Gretchen Whitmer's stay-at-home order, which bans travel between two residences and stores from selling nonessential items such as furniture, paint, or garden supplies.",gretchen whitmer's stay at home order which bans travel between two residences and stores from selling nonessential items such as furniture paint or garden supplies,,train,1900-01-01 00:02:48.003,1900-01-01 00:03:15.262,168.003,195.262,video(168.003-195.262).mp4
BwIIUBEqyzM-00:03:15.262-00:03:22.169,BwIIUBEqyzM,00:03:15.262,00:03:22.169,Some protested on foot on the capitol building grounds.,some protested on foot on the capitol building grounds,,train,1900-01-01 00:03:15.262,1900-01-01 00:03:22.169,195.262,202.169,video(195.262-202.169).mp4
BwIIUBEqyzM-00:03:22.169-00:03:29.075,BwIIUBEqyzM,00:03:22.169,00:03:29.075,"Police were on scene, but there were no arrests or violence.",police were on scene but there were no arrests or violence,,train,1900-01-01 00:03:22.169,1900-01-01 00:03:29.075,202.169,209.075,video(202.169-209.075).mp4
BwIIUBEqyzM-00:03:29.074-00:03:29.569,BwIIUBEqyzM,00:03:29.074,00:03:29.569,Gov.,gov.,,train,1900-01-01 00:03:29.074,1900-01-01 00:03:29.569,209.074,209.569,video(209.074-209.569).mp4
BwIIUBEqyzM-00:03:29.569-00:03:39.252,BwIIUBEqyzM,00:03:29.569,00:03:39.252,"Whitmer said a few days ago that ""we must stay the course to save lives.""",whitmer said a few days ago that we must stay the course to save lives,,train,1900-01-01 00:03:29.569,1900-01-01 00:03:39.252,209.569,219.252,video(209.569-219.252).mp4
BwIIUBEqyzM-00:03:39.252-00:03:41.183,BwIIUBEqyzM,00:03:39.252,00:03:41.183,New York Gov.,new york gov.,,train,1900-01-01 00:03:39.252,1900-01-01 00:03:41.183,219.252,221.183,video(219.252-221.183).mp4
BwIIUBEqyzM-00:03:41.183-00:03:59.806,BwIIUBEqyzM,00:03:41.183,00:03:59.806,Andrew Cuomo issued an executive order to require people to wear a mask on their faces if they are out in public and and cannot be 6 feet away from others.,andrew cuomo issued an executive order to require people to wear a mask on their faces if they are out in public and and can not be 6 feet away from others,,train,1900-01-01 00:03:41.183,1900-01-01 00:03:59.806,221.183,239.806,video(221.183-239.806).mp4
BwIIUBEqyzM-00:03:59.806-00:04:12.151,BwIIUBEqyzM,00:03:59.806,00:04:12.151,"This means that if you're going grocery shopping, walking on a sidewalk with other people around, or riding on public transportation, you must wear a mask.",this means that if you 're going grocery shopping walking on a sidewalk with other people around or riding on public transportation you must wear a mask,,train,1900-01-01 00:03:59.806,1900-01-01 00:04:12.151,239.806,252.151,video(239.806-252.151).mp4
BwIIUBEqyzM-00:04:12.151-00:04:29.569,BwIIUBEqyzM,00:04:12.151,00:04:29.569,Washington D.C. Mayor Muriel Bowser said the D.C. stay-at-home order would be extended from April 24 to May 15.,washington d.c. mayor muriel bowser said the d.c. stay at home order would be extended from april 24 to may 15,,train,1900-01-01 00:04:12.151,1900-01-01 00:04:29.569,252.151,269.569,video(252.151-269.569).mp4
BwIIUBEqyzM-00:04:29.569-00:05:05.639,BwIIUBEqyzM,00:04:29.569,00:05:05.639,"To understand the impact of COVID-19 on air travel, ABC News reported that the TSA screened less than 90,000 passengers on Tuesday compared to 2.2 million passengers on the same Tuesday of last year.","to understand the impact of covid-19 on air travel abc news reported that the tsa screened less than 90,000 passengers on tuesday compared to 2.2 million passengers on the same tuesday of last year",,train,1900-01-01 00:04:29.569,1900-01-01 00:05:05.639,269.569,305.639,video(269.569-305.639).mp4
BwIIUBEqyzM-00:05:05.639-00:05:07.374,BwIIUBEqyzM,00:05:05.639,00:05:07.374,That's a huge drop.,that 's a huge drop,,train,1900-01-01 00:05:05.639,1900-01-01 00:05:07.374,305.639,307.374,video(305.639-307.374).mp4
BwIIUBEqyzM-00:05:07.374-00:05:13.646,BwIIUBEqyzM,00:05:07.374,00:05:13.646,403 TSA employees tested positive for COVID-19.,403 tsa employees tested positive for covid-19,,train,1900-01-01 00:05:07.374,1900-01-01 00:05:13.646,307.374,313.646,video(307.374-313.646).mp4
BwIIUBEqyzM-00:05:13.646-00:05:18.752,BwIIUBEqyzM,00:05:13.646,00:05:18.752,Three died while 45 recovered.,three died while 45 recovered,,train,1900-01-01 00:05:13.646,1900-01-01 00:05:18.752,313.646,318.752,video(313.646-318.752).mp4
BwIIUBEqyzM-00:05:18.752-00:05:51.685,BwIIUBEqyzM,00:05:18.752,00:05:51.685,"The CDC Director Dr. Robert Redfield warned that there may be a second wave of coronavirus infections in the winter because respiratory viruses follows a ""seasonality pattern similar to the flu.""",the cdc director dr. robert redfield warned that there may be a second wave of coronavirus infections in the winter because respiratory viruses follows a seasonality pattern similar to the flu,,train,1900-01-01 00:05:18.752,1900-01-01 00:05:51.685,318.752,351.685,video(318.752-351.685).mp4
BwIIUBEqyzM-00:05:51.685-00:06:01.161,BwIIUBEqyzM,00:05:51.685,00:06:01.161,The CDC said it is important that the U.S. improves its testing and healthcare services.,the cdc said it is important that the u.s. improves its testing and healthcare services,,train,1900-01-01 00:05:51.685,1900-01-01 00:06:01.161,351.685,361.161,video(351.685-361.161).mp4
BwIIUBEqyzM-00:06:01.161-00:06:34.560,BwIIUBEqyzM,00:06:01.161,00:06:34.560,Harvard researchers said that the pandemic might continue into 2022 if there is no effective treatment or vaccine and that people around the world may have to continue practicing some level of social distancing.,harvard researchers said that the pandemic might continue into 2022 if there is no effective treatment or vaccine and that people around the world may have to continue practicing some level of social distancing,,train,1900-01-01 00:06:01.161,1900-01-01 00:06:34.560,361.161,394.56,video(361.161-394.56).mp4
BwIIUBEqyzM-00:06:34.560-00:06:56.081,BwIIUBEqyzM,00:06:34.560,00:06:56.081,"The researchers proposed ""intermittent distancing"" until there is a treatment, vaccine, or an increase in healthcare capacity.",the researchers proposed intermittent distancing until there is a treatment vaccine or an increase in healthcare capacity,,train,1900-01-01 00:06:34.560,1900-01-01 00:06:56.081,394.56,416.081,video(394.56-416.081).mp4
BwIIUBEqyzM-00:06:56.081-00:07:11.831,BwIIUBEqyzM,00:06:56.081,00:07:11.831,President Trump's signature will be on the paper stimulus checks that are set to go out next month.,president trump 's signature will be on the paper stimulus checks that are set to go out next month,,train,1900-01-01 00:06:56.081,1900-01-01 00:07:11.831,416.081,431.831,video(416.081-431.831).mp4
BwIIUBEqyzM-00:07:11.831-00:07:16.903,BwIIUBEqyzM,00:07:11.831,00:07:16.903,"It will be on the ""memo"" area.",it will be on the memo area,,train,1900-01-01 00:07:11.831,1900-01-01 00:07:16.903,431.831,436.903,video(431.831-436.903).mp4
BwIIUBEqyzM-00:07:16.903-00:07:33.218,BwIIUBEqyzM,00:07:16.903,00:07:33.218,The IRS has already sent out millions of direct deposit payments to qualifying taxpayers and their children if they are 16 or under.,the irs has already sent out millions of direct deposit payments to qualifying taxpayers and their children if they are 16 or under,,train,1900-01-01 00:07:16.903,1900-01-01 00:07:33.218,436.903,453.218,video(436.903-453.218).mp4
BwIIUBEqyzM-00:07:33.218-00:07:37.156,BwIIUBEqyzM,00:07:33.218,00:07:37.156,This includes who receive Social Security benefits.,this includes who receive social security benefits,,train,1900-01-01 00:07:33.218,1900-01-01 00:07:37.156,453.218,457.156,video(453.218-457.156).mp4
BwIIUBEqyzM-00:07:37.156-00:07:40.694,BwIIUBEqyzM,00:07:37.156,00:07:40.694,"The payments have started, but is not complete.",the payments have started but is not complete,,train,1900-01-01 00:07:37.156,1900-01-01 00:07:40.694,457.156,460.694,video(457.156-460.694).mp4
BwIIUBEqyzM-00:07:40.694-00:07:47.033,BwIIUBEqyzM,00:07:40.694,00:07:47.033,"Some people said they've not yet received the money, but some people said they got the money.",some people said they 've not yet received the money but some people said they got the money,,train,1900-01-01 00:07:40.694,1900-01-01 00:07:47.033,460.694,467.033,video(460.694-467.033).mp4
BwIIUBEqyzM-00:07:47.033-00:07:50.336,BwIIUBEqyzM,00:07:47.033,00:07:50.336,The money will be sent in stages for those who qualify.,the money will be sent in stages for those who qualify,,train,1900-01-01 00:07:47.033,1900-01-01 00:07:50.336,467.033,470.336,video(467.033-470.336).mp4
BwIIUBEqyzM-00:07:50.336-00:07:52.204,BwIIUBEqyzM,00:07:50.336,00:07:52.204,It's not all at once.,it 's not all at once,,train,1900-01-01 00:07:50.336,1900-01-01 00:07:52.204,470.336,472.204,video(470.336-472.204).mp4
BwIIUBEqyzM-00:07:52.204-00:08:24.269,BwIIUBEqyzM,00:07:52.204,00:08:24.269,"The IRS has a website where you can check your payment status by typing in your social security number and street address, but it doesn't work for everyone because many said they are only seeing a website that says ""Payment Status Not Available"" and there's nothing more they can do.",the irs has a website where you can check your payment status by typing in your social security number and street address but it does n't work for everyone because many said they are only seeing a website that says payment status not available and there 's nothing more they can do,,train,1900-01-01 00:07:52.204,1900-01-01 00:08:24.269,472.204,504.269,video(472.204-504.269).mp4
BwIIUBEqyzM-00:08:24.269-00:08:58.571,BwIIUBEqyzM,00:08:24.269,00:08:58.571,"If you receive Supplemental Security Income (SSI) and have children aged 16 or under, the SSA website encourages you to enter information about yourself and your children on the IRS's Non-Filers: Enter Payment Info page.",if you receive supplemental security income ssi and have children aged 16 or under the ssa website encourages you to enter information about yourself and your children on the irs 's non-filers: enter payment info page,,train,1900-01-01 00:08:24.269,1900-01-01 00:08:58.571,504.269,538.571,video(504.269-538.571).mp4
BwIIUBEqyzM-00:08:58.571-00:09:11.317,BwIIUBEqyzM,00:08:58.571,00:09:11.317,"I have to warn you that the IRS website will say those on Social Security do not need to file out the information, which can seem contradictory.",i have to warn you that the irs website will say those on social security do not need to file out the information which can seem contradictory,,train,1900-01-01 00:08:58.571,1900-01-01 00:09:11.317,538.571,551.317,video(538.571-551.317).mp4
BwIIUBEqyzM-00:09:11.317-00:09:14.520,BwIIUBEqyzM,00:09:11.317,00:09:14.520,I would lean on what the SSA website says.,i would lean on what the ssa website says,,train,1900-01-01 00:09:11.317,1900-01-01 00:09:14.520,551.317,554.52,video(551.317-554.52).mp4
